Zipcode,Order Date,Gender,Style,Price,Quantity,Shipment,Cost
65993,2023-11-19,Male,Style 1012,770,10,Sea,4550
67124,2023-03-23,Male,Style 1467,1460,6,Sea,6750
63398,2023-05-08,Male,Style 1202,580,3,Air,1750
93618,2023-12-26,Male,Style 52,280,8,Sea,700
94726,2023-07-19,Female,Style 353,880,10,Sea,7050
17891,2023-02-01,Female,Style 934,10,7,Rail,4450
37033,2023-02-28,Male,Style 1017,3420,3,Air,1050
55264,2023-08-03,Female,Style 33,1480,7,Air,6950
85842,2023-09-14,Male,Style 867,1970,3,Air,3300
62721,2023-08-09,Female,Style 854,2680,2,Air,2750
77834,2023-11-02,Male,Style 1346,610,10,Rail,300
37688,2023-02-13,Female,Style 143,650,3,Air,6450
97061,2023-09-28,Male,Style 457,500,2,Sea,6400
62190,2023-09-07,Female,Style 664,3110,3,Sea,1500
47921,2023-11-06,Female,Style 922,1270,10,Air,4600
39147,2023-07-13,Female,Style 1336,1060,8,Sea,5050
56928,2023-06-01,Male,Style 1057,2710,3,Air,3650
50636,2023-09-24,Female,Style 462,310,10,Sea,1700
40177,2023-07-03,Female,Style 20,2260,4,Air,6850
37341,2023-09-02,Female,Style 407,2480,7,Air,150
17812,2023-05-28,Female,Style 1110,1420,7,Sea,4200
35317,2023-06-17,Female,Style 1038,1720,7,Sea,400
32246,2023-09-18,Female,Style 323,2110,10,Air,7150
38500,2023-07-14,Female,Style 176,1480,3,Air,5900
33249,2023-09-15,Female,Style 872,1940,8,Air,2150
85836,2023-06-27,Male,Style 849,950,3,Sea,2950
63220,2023-12-21,Male,Style 1239,700,3,Sea,250
78616,2023-01-11,Male,Style 677,1760,2,Rail,1500
17199,2023-09-24,Male,Style 1426,2890,3,Sea,1100
47719,2023-12-26,Male,Style 532,1760,10,Air,3900
55744,2023-07-10,Male,Style 297,1440,2,Air,950
68815,2023-07-26,Male,Style 890,2090,8,Sea,3200
41826,2023-12-28,Female,Style 311,2390,10,Air,1450
22594,2023-02-27,Male,Style 75,3400,2,Air,6700
85482,2023-09-18,Male,Style 472,1540,3,Sea,3500
28133,2023-11-13,Female,Style 754,560,10,Air,1950
53115,2023-07-18,Male,Style 340,2480,7,Sea,5450
60655,2023-12-04,Female,Style 530,1620,4,Rail,1150
46376,2023-06-11,Female,Style 437,1580,3,Sea,4350
62690,2023-02-22,Male,Style 199,2650,7,Air,3350
13387,2023-06-08,Female,Style 363,940,3,Air,6050
62349,2023-03-10,Female,Style 757,1870,8,Rail,4650
14506,2023-05-04,Male,Style 746,1510,3,Air,4500
68651,2023-02-23,Female,Style 1372,320,8,Sea,400
78217,2023-05-11,Female,Style 1073,1230,6,Sea,5350
28639,2023-03-22,Female,Style 487,1340,7,Sea,950
99109,2023-09-10,Male,Style 1231,1460,3,Air,100
38331,2023-09-25,Male,Style 924,1600,3,Rail,5350
67639,2023-02-17,Female,Style 853,1450,7,Sea,2400
83563,2023-10-08,Male,Style 793,160,7,Air,3200
97697,2023-03-04,Male,Style 1425,890,10,Air,5050
27673,2023-11-08,Male,Style 1226,190,7,Sea,4950
69955,2023-03-09,Female,Style 968,3400,10,Sea,2000
53925,2023-05-25,Male,Style 38,310,7,Air,3200
68391,2023-10-04,Male,Style 1019,920,7,Sea,2000
79891,2023-07-02,Male,Style 170,1240,7,Air,100
23818,2023-08-19,Male,Style 1145,2330,10,Air,500
63083,2023-03-26,Male,Style 122,1070,7,Sea,1650
91926,2023-10-24,Male,Style 869,3370,3,Air,5500
30725,2023-09-10,Male,Style 139,2500,8,Air,5250
91437,2023-07-28,Male,Style 232,680,3,Air,6650
37611,2023-07-04,Female,Style 551,990,3,Rail,2700
64975,2023-08-25,Female,Style 313,2720,7,Sea,800
32775,2023-07-15,Female,Style 1074,210,3,Air,6050
73458,2023-09-12,Male,Style 1193,1070,2,Air,400
59767,2023-05-23,Male,Style 1329,310,6,Air,100
76451,2023-06-02,Female,Style 385,380,7,Air,6100
55671,2023-05-25,Female,Style 1153,1470,4,Rail,6150
73635,2023-01-18,Female,Style 1399,880,2,Air,4850
10158,2023-10-02,Female,Style 145,2740,3,Sea,6850
44297,2023-07-18,Female,Style 1237,1760,3,Sea,550
85387,2023-12-13,Male,Style 1110,3230,7,Air,6350
14302,2023-02-01,Male,Style 23,1470,10,Sea,2750
24402,2023-02-05,Male,Style 1049,100,3,Air,5850
73706,2023-11-07,Male,Style 260,3080,8,Air,1500
36292,2023-11-08,Male,Style 1029,930,6,Sea,1600
84047,2023-12-02,Male,Style 594,500,10,Sea,3000
63031,2023-11-17,Female,Style 1446,1840,2,Air,300
95222,2023-11-16,Male,Style 733,490,10,Sea,3300
99818,2023-03-03,Male,Style 1115,680,6,Air,2300
40294,2023-08-16,Male,Style 1285,1810,8,Air,4850
87792,2023-10-07,Female,Style 175,2850,10,Rail,2800
50882,2023-05-23,Male,Style 296,550,7,Sea,5800
96166,2023-03-20,Male,Style 976,2710,6,Air,7250
61124,2023-12-18,Male,Style 745,3010,2,Sea,4900
52700,2023-10-03,Male,Style 1126,600,10,Air,4700
57867,2023-08-28,Male,Style 1229,3030,7,Air,1750
54352,2023-06-14,Male,Style 994,3460,8,Air,4850
47496,2023-09-09,Female,Style 1259,1250,6,Air,2500
52220,2023-06-16,Male,Style 895,360,10,Sea,850
71657,2023-11-10,Female,Style 871,2450,2,Air,6300
23217,2023-04-23,Female,Style 204,1570,10,Air,2950
58582,2023-11-09,Male,Style 882,2660,7,Air,6500
95977,2023-06-26,Male,Style 144,1350,6,Air,4250
94939,2023-11-05,Male,Style 873,1130,2,Air,1450
79039,2023-07-14,Female,Style 318,2830,8,Air,6650
56230,2023-05-18,Male,Style 221,1720,7,Air,2900
71286,2023-03-23,Female,Style 433,1580,2,Air,4750
28415,2023-10-27,Male,Style 723,130,2,Sea,3050
32334,2023-05-18,Female,Style 852,3330,7,Air,5450
52697,2023-05-04,Male,Style 936,1380,7,Sea,6000
43760,2023-08-06,Male,Style 1040,3390,10,Air,1550
81182,2023-12-23,Male,Style 413,1920,4,Sea,3400
58923,2023-01-01,Female,Style 1214,3110,3,Air,450
62012,2023-10-19,Female,Style 226,2480,7,Rail,2800
96480,2023-01-14,Male,Style 1214,2440,3,Sea,1450
88123,2023-08-10,Female,Style 1353,2870,4,Sea,6050
92826,2023-02-11,Male,Style 629,3210,6,Sea,750
28915,2023-03-18,Female,Style 748,1310,7,Air,6600
98582,2023-03-21,Female,Style 1193,430,3,Rail,2050
43706,2023-02-08,Female,Style 475,3080,6,Air,6450
57223,2023-10-05,Male,Style 555,3430,7,Rail,5700
42830,2023-01-17,Female,Style 257,1510,7,Rail,1800
43557,2023-10-12,Male,Style 720,3210,4,Sea,1100
11412,2023-03-27,Male,Style 1274,2480,3,Sea,6400
86539,2023-12-17,Female,Style 846,3300,8,Air,4550
24011,2023-06-15,Female,Style 338,1040,8,Sea,6650
47093,2023-08-27,Female,Style 221,3230,7,Sea,1550
13587,2023-01-12,Female,Style 1490,3410,10,Sea,4100
76235,2023-09-18,Female,Style 468,2900,3,Sea,4150
25814,2023-06-03,Female,Style 616,2440,2,Air,850
62024,2023-10-24,Female,Style 1499,1630,3,Sea,6050
56602,2023-12-13,Male,Style 1363,2760,8,Air,1800
88440,2023-07-23,Male,Style 1172,630,3,Sea,4050
41401,2023-12-21,Female,Style 1496,410,8,Sea,3750
33128,2023-08-04,Male,Style 1454,230,3,Air,5400
53810,2023-04-12,Female,Style 517,1610,3,Air,4650
40245,2023-02-11,Male,Style 133,280,8,Air,5800
19504,2023-08-05,Male,Style 414,1390,4,Air,2000
75159,2023-02-07,Female,Style 1280,2380,3,Sea,2300
27470,2023-03-22,Male,Style 1491,170,8,Air,6950
28713,2023-09-26,Female,Style 1309,1970,6,Sea,3050
38054,2023-09-05,Male,Style 949,260,10,Air,150
55535,2023-03-17,Male,Style 713,960,2,Air,1250
29952,2023-11-17,Female,Style 1233,2740,2,Sea,2850
30229,2023-08-24,Male,Style 262,1400,10,Air,2350
94016,2023-02-16,Female,Style 182,550,4,Air,200
97745,2023-02-02,Male,Style 296,990,8,Rail,5800
57571,2023-05-12,Female,Style 782,1560,6,Air,7050
34195,2023-06-25,Female,Style 912,3360,6,Air,2650
78535,2023-08-13,Male,Style 1163,3260,2,Sea,2950
80355,2023-08-16,Male,Style 1148,1610,7,Sea,5100
14959,2023-03-12,Female,Style 136,2970,8,Air,7150
49137,2023-09-07,Female,Style 940,850,7,Sea,3300
56058,2023-08-02,Female,Style 777,1790,3,Sea,4850
81766,2023-10-15,Male,Style 1160,3170,3,Rail,4350
14739,2023-03-22,Female,Style 37,3440,10,Sea,7400
13519,2023-11-25,Female,Style 455,130,8,Air,3150
99105,2023-03-12,Female,Style 922,1340,2,Air,2000
32744,2023-01-24,Female,Style 1148,990,10,Sea,2200
72642,2023-10-16,Female,Style 380,3000,7,Air,900
51986,2023-08-12,Female,Style 311,1610,3,Sea,200
56112,2023-08-25,Female,Style 47,1870,10,Sea,5900
50521,2023-01-27,Male,Style 995,2910,2,Rail,4500
25643,2023-03-13,Female,Style 218,2980,7,Air,1550
10973,2023-01-02,Female,Style 998,1290,6,Sea,350
92967,2023-04-09,Female,Style 694,3150,7,Air,3550
37501,2023-02-12,Female,Style 817,660,7,Sea,4750
28153,2023-02-05,Female,Style 40,2670,2,Sea,2000
16054,2023-05-11,Male,Style 19,2160,4,Air,4850
37307,2023-02-08,Female,Style 238,1840,3,Air,6800
87100,2023-11-14,Female,Style 1238,1130,6,Sea,4400
81371,2023-09-18,Female,Style 1398,1690,6,Air,2550
52720,2023-09-27,Male,Style 1300,2970,6,Sea,5450
10325,2023-01-23,Female,Style 335,2650,7,Air,4450
26661,2023-07-24,Female,Style 1266,870,6,Sea,3750
81332,2023-12-08,Male,Style 1439,80,7,Air,3850
67131,2023-11-11,Female,Style 929,2670,3,Air,550
15536,2023-05-10,Male,Style 46,1140,4,Rail,6500
51229,2023-05-11,Male,Style 674,1950,6,Air,2650
75584,2023-03-03,Male,Style 985,1350,10,Air,6700
13489,2023-09-11,Male,Style 1466,3240,3,Sea,2100
28529,2023-07-17,Male,Style 1085,330,3,Air,3600
25084,2023-03-02,Female,Style 827,3080,7,Air,1150
23474,2023-11-01,Female,Style 1220,3030,2,Sea,2850
43862,2023-11-19,Female,Style 77,3110,7,Air,3150
44290,2023-03-13,Female,Style 1067,2360,10,Sea,3350
21850,2023-11-08,Female,Style 127,2760,3,Sea,7400
80111,2023-08-06,Female,Style 1388,2230,6,Sea,5600
65106,2023-04-06,Female,Style 405,2130,4,Sea,7000
11932,2023-12-02,Female,Style 819,3090,8,Sea,3250
52861,2023-02-16,Male,Style 160,1890,3,Air,300
14226,2023-09-18,Female,Style 19,50,7,Sea,3500
93486,2023-02-17,Female,Style 1013,1570,6,Air,4550
16416,2023-01-23,Male,Style 185,510,3,Air,6950
16024,2023-09-21,Female,Style 1276,1170,3,Air,350
87072,2023-07-28,Male,Style 876,180,7,Rail,1350
64448,2023-04-03,Male,Style 827,1170,10,Sea,6750
10883,2023-07-10,Male,Style 1129,780,7,Sea,5700
65967,2023-08-08,Female,Style 1220,290,10,Sea,3300
42543,2023-10-15,Female,Style 139,2700,3,Air,2900
79655,2023-12-16,Male,Style 384,350,10,Sea,2450
67098,2023-11-28,Male,Style 941,810,10,Air,1100
75034,2023-05-16,Female,Style 950,3450,3,Air,6400
17114,2023-06-16,Male,Style 808,430,7,Sea,550
63634,2023-05-18,Female,Style 218,1140,4,Air,7100
69602,2023-02-11,Female,Style 1046,520,10,Air,5900
91249,2023-09-14,Male,Style 1502,2980,6,Air,5300
85961,2023-04-28,Male,Style 172,750,2,Sea,2100
72108,2023-09-03,Male,Style 22,2200,3,Sea,4950
16321,2023-04-03,Female,Style 649,2680,2,Sea,5250
59944,2023-07-11,Male,Style 844,2840,3,Air,4150
73834,2023-09-18,Male,Style 1249,3450,3,Air,4500
54817,2023-07-28,Male,Style 1133,2560,3,Air,3700
11134,2023-09-23,Female,Style 1084,330,7,Sea,850
11348,2023-01-09,Male,Style 739,2300,3,Sea,7400
96849,2023-04-21,Female,Style 422,400,8,Air,4600
72627,2023-10-10,Male,Style 1019,3170,6,Sea,500
67594,2023-11-11,Male,Style 180,1390,3,Rail,5050
26307,2023-07-17,Female,Style 781,3370,3,Sea,5900
91334,2023-12-09,Female,Style 619,410,10,Air,4450
65055,2023-04-28,Male,Style 1219,520,3,Sea,3900
77133,2023-01-09,Male,Style 1049,540,3,Sea,7000
47349,2023-06-24,Female,Style 155,1330,10,Air,5250
84813,2023-04-13,Male,Style 721,410,3,Sea,5350
45897,2023-06-19,Male,Style 702,2250,4,Air,7250
36976,2023-11-24,Female,Style 1475,540,3,Sea,1650
71688,2023-06-06,Female,Style 401,2140,6,Air,7100
67273,2023-01-17,Female,Style 1456,2830,3,Sea,1450
23220,2023-01-20,Female,Style 1370,1120,7,Rail,7250
72016,2023-11-04,Male,Style 643,1640,6,Air,5750
29104,2023-09-03,Female,Style 876,2710,6,Air,6350
68174,2023-10-15,Female,Style 934,900,2,Sea,500
58084,2023-05-03,Male,Style 154,490,10,Sea,1800
71669,2023-05-07,Female,Style 70,2130,2,Air,7350
48440,2023-03-14,Male,Style 808,190,7,Sea,700
99118,2023-08-28,Male,Style 630,690,7,Air,1650
73317,2023-06-25,Female,Style 1072,1870,7,Rail,3100
25188,2023-03-03,Male,Style 334,3450,8,Sea,5650
69310,2023-02-08,Male,Style 676,80,10,Sea,1900
90778,2023-08-27,Male,Style 963,2720,8,Sea,2550
41971,2023-04-05,Female,Style 659,580,3,Air,1450
71789,2023-09-10,Female,Style 1315,790,7,Air,5550
52815,2023-09-08,Male,Style 390,2780,4,Air,4600
31559,2023-04-05,Female,Style 425,960,10,Air,600
34169,2023-07-03,Female,Style 219,2380,10,Sea,900
60812,2023-06-11,Female,Style 675,2490,7,Rail,1950
30306,2023-10-28,Female,Style 1012,2210,2,Air,1150
72825,2023-12-06,Male,Style 1269,990,7,Sea,3200
29643,2023-01-24,Female,Style 439,2150,7,Sea,3650
67921,2023-11-12,Female,Style 569,2650,3,Air,6700
43863,2023-07-08,Female,Style 586,2210,7,Air,7300
10302,2023-02-06,Female,Style 1347,2560,2,Air,150
70900,2023-02-05,Male,Style 454,880,2,Sea,2800
39014,2023-10-15,Male,Style 1130,1790,3,Sea,6950
93562,2023-12-14,Male,Style 1008,2880,8,Sea,6000
27497,2023-07-26,Male,Style 500,2810,6,Rail,300
85509,2023-02-11,Male,Style 305,2230,7,Air,2800
93556,2023-07-05,Female,Style 1245,1180,3,Air,3200
40001,2023-09-04,Male,Style 659,80,7,Air,350
23269,2023-12-19,Female,Style 240,850,3,Air,4250
63608,2023-04-27,Female,Style 621,1900,10,Air,800
38109,2023-09-12,Male,Style 625,1980,4,Air,2100
34910,2023-10-26,Female,Style 238,1070,8,Air,5300
36716,2023-09-12,Male,Style 880,2690,7,Air,5250
65697,2023-04-03,Male,Style 11,110,3,Air,6300
59378,2023-06-24,Female,Style 555,3400,6,Air,4600
46790,2023-08-12,Male,Style 1332,130,4,Air,6350
21098,2023-06-07,Male,Style 265,1600,7,Sea,2550
74202,2023-07-23,Male,Style 859,2660,3,Air,5200
98335,2023-09-26,Female,Style 1297,2640,7,Sea,600
97336,2023-09-21,Male,Style 168,1320,4,Air,3000
50862,2023-08-05,Female,Style 941,2470,7,Air,3350
95222,2023-12-09,Male,Style 834,2160,10,Sea,5000
28354,2023-06-13,Female,Style 395,3360,7,Sea,4700
51456,2023-05-28,Female,Style 138,1520,10,Sea,5550
65753,2023-01-27,Female,Style 1183,650,2,Air,3550
16604,2023-11-12,Female,Style 529,2440,10,Sea,4950
49552,2023-05-05,Female,Style 929,470,7,Air,7350
80825,2023-11-20,Male,Style 70,1470,10,Sea,4200
73031,2023-03-09,Female,Style 855,3150,4,Air,6600
26170,2023-12-06,Male,Style 332,2270,3,Sea,1950
23950,2023-04-13,Female,Style 952,1290,7,Air,5550
49591,2023-02-06,Male,Style 25,1560,4,Air,6400
37694,2023-04-01,Female,Style 400,610,3,Air,6600
30888,2023-10-20,Female,Style 1408,510,4,Air,250
83408,2023-02-14,Female,Style 700,2010,3,Air,2000
67563,2023-03-28,Female,Style 1203,2000,10,Sea,7000
90235,2023-02-24,Female,Style 854,3170,4,Sea,3850
16454,2023-05-17,Female,Style 49,1700,2,Air,350
40501,2023-07-06,Male,Style 664,150,7,Air,1350
97630,2023-12-23,Male,Style 539,3110,3,Air,2850
68517,2023-04-06,Female,Style 43,1570,6,Air,2250
46801,2023-05-23,Female,Style 800,1270,4,Rail,3100
65097,2023-12-10,Male,Style 1402,3460,2,Air,4850
59638,2023-09-20,Male,Style 1471,1570,3,Air,6250
93774,2023-09-02,Female,Style 148,1180,4,Sea,5000
35706,2023-10-23,Female,Style 1407,480,6,Rail,1600
86694,2023-12-12,Female,Style 1463,630,7,Air,7150
67636,2023-07-12,Male,Style 500,3070,6,Sea,1350
81853,2023-06-28,Female,Style 1365,2970,7,Air,6650
59312,2023-10-12,Female,Style 1114,2000,3,Air,950
25412,2023-02-03,Female,Style 550,2790,8,Air,4850
83968,2023-01-06,Male,Style 1409,990,10,Air,5850
54021,2023-08-04,Female,Style 1296,400,8,Rail,250
28561,2023-08-26,Male,Style 418,2630,6,Sea,5150
36446,2023-02-05,Female,Style 1419,2200,8,Air,600
46442,2023-12-13,Female,Style 1402,790,10,Rail,7150
11611,2023-11-06,Female,Style 666,2950,7,Sea,4850
32728,2023-05-20,Male,Style 1393,860,3,Air,6150
21097,2023-09-11,Female,Style 493,990,2,Sea,1300
46795,2023-07-05,Male,Style 956,260,3,Sea,2250
67131,2023-03-17,Female,Style 564,500,10,Sea,3650
26220,2023-02-23,Male,Style 1333,3130,8,Sea,3350
85971,2023-01-17,Female,Style 205,3110,4,Sea,6100
49644,2023-07-16,Male,Style 986,2960,4,Air,2300
44620,2023-07-21,Male,Style 925,1050,3,Sea,1350
76948,2023-06-26,Male,Style 1096,1780,3,Sea,6200
51739,2023-07-23,Female,Style 910,1160,3,Sea,2900
72628,2023-03-12,Female,Style 1073,2780,3,Sea,4300
30304,2023-03-17,Male,Style 1235,2570,2,Air,5750
83724,2023-09-04,Female,Style 686,2970,10,Sea,6450
84098,2023-10-10,Female,Style 1217,1050,10,Air,1050
94725,2023-07-23,Male,Style 596,1370,3,Sea,6200
65812,2023-03-08,Male,Style 1141,2140,4,Rail,750
10427,2023-06-22,Female,Style 1143,2990,10,Air,650
43283,2023-07-09,Female,Style 1127,1950,7,Sea,3450
32426,2023-05-17,Female,Style 1491,1170,8,Sea,6900
81971,2023-11-26,Male,Style 39,1800,3,Sea,2050
89558,2023-07-27,Male,Style 1081,2350,4,Air,2100
18058,2023-01-09,Male,Style 1272,1490,3,Air,3800
14009,2023-08-04,Female,Style 77,150,10,Sea,7350
47399,2023-05-20,Male,Style 249,2900,6,Air,3400
71864,2023-05-17,Female,Style 105,1650,3,Air,5550
24247,2023-08-08,Male,Style 362,2280,7,Air,100
73146,2023-07-02,Male,Style 613,360,4,Sea,6750
20250,2023-12-03,Male,Style 309,610,10,Air,1700
82898,2023-11-06,Female,Style 718,3380,3,Air,2300
75519,2023-09-27,Female,Style 586,1270,7,Air,3350
10384,2023-04-12,Female,Style 394,2680,2,Air,6050
20756,2023-04-11,Male,Style 74,3390,7,Rail,2300
97323,2023-10-02,Female,Style 186,590,6,Air,6700
49431,2023-09-07,Male,Style 68,1590,4,Sea,6250
41707,2023-03-25,Female,Style 1341,1660,4,Rail,5150
60463,2023-06-21,Female,Style 1335,460,4,Air,6450
67640,2023-05-21,Male,Style 560,3230,10,Sea,3950
13596,2023-02-20,Female,Style 1382,260,10,Air,1250
27037,2023-08-26,Male,Style 256,1110,7,Sea,5050
87824,2023-04-04,Female,Style 1301,1660,10,Sea,6000
39587,2023-03-09,Female,Style 37,280,7,Air,2100
89974,2023-01-05,Male,Style 427,1890,4,Air,2650
77327,2023-05-23,Female,Style 311,2760,7,Air,6600
45341,2023-08-09,Female,Style 356,2220,6,Air,7300
70836,2023-04-28,Female,Style 459,50,4,Air,5550
62772,2023-12-23,Female,Style 773,60,3,Air,6850
79361,2023-07-26,Male,Style 1393,1640,7,Air,5150
81912,2023-02-05,Male,Style 1485,2680,6,Rail,2250
29787,2023-09-20,Female,Style 471,2060,10,Sea,550
66738,2023-08-14,Female,Style 84,2960,10,Rail,4150
62165,2023-07-05,Male,Style 917,950,3,Sea,3200
18071,2023-10-16,Female,Style 890,1350,8,Sea,2950
20407,2023-05-17,Male,Style 360,3410,4,Sea,4900
95884,2023-04-16,Male,Style 1338,1740,8,Air,6100
92333,2023-09-22,Female,Style 312,130,2,Rail,3850
21159,2023-09-15,Female,Style 792,820,2,Sea,2700
52507,2023-03-14,Female,Style 988,2000,6,Air,4650
29066,2023-08-19,Female,Style 603,350,6,Air,2050
21124,2023-12-22,Female,Style 362,1150,4,Air,6150
15838,2023-08-04,Female,Style 100,240,10,Air,1400
60995,2023-06-03,Female,Style 420,2870,7,Rail,1600
99792,2023-05-28,Female,Style 1438,130,8,Rail,6000
81410,2023-07-17,Male,Style 708,2840,3,Air,800
22788,2023-05-23,Male,Style 1484,910,10,Sea,6850
32954,2023-09-04,Female,Style 652,230,10,Air,3300
56415,2023-04-03,Male,Style 481,2050,3,Air,6600
48285,2023-07-02,Male,Style 75,1310,10,Sea,5100
71599,2023-10-26,Male,Style 68,1770,3,Sea,250
72907,2023-06-24,Male,Style 1320,1630,6,Sea,6050
82673,2023-08-23,Female,Style 518,1310,8,Air,2950
80618,2023-11-01,Male,Style 125,210,2,Air,3350
64182,2023-07-14,Female,Style 1083,2990,6,Sea,6900
30368,2023-12-09,Female,Style 1310,1660,2,Air,6500
16333,2023-12-19,Female,Style 958,1140,3,Air,5850
36344,2023-12-20,Male,Style 946,960,2,Sea,600
31607,2023-01-25,Female,Style 939,1990,3,Air,5000
86125,2023-07-20,Female,Style 490,500,10,Air,3850
88014,2023-01-09,Female,Style 1456,1410,2,Air,6950
54200,2023-07-12,Female,Style 822,630,6,Sea,100
14271,2023-09-27,Male,Style 1374,180,2,Air,550
31013,2023-01-23,Male,Style 371,620,10,Air,6300
20189,2023-02-09,Male,Style 421,1940,7,Air,6600
96240,2023-04-28,Male,Style 681,1750,4,Sea,4900
17858,2023-08-26,Male,Style 124,2180,3,Sea,6850
33358,2023-08-13,Female,Style 436,1660,7,Sea,5400
84911,2023-02-18,Male,Style 1210,2170,2,Rail,5250
46545,2023-03-23,Female,Style 1231,40,4,Air,7350
60473,2023-04-07,Female,Style 247,1210,3,Sea,3950
66126,2023-11-22,Male,Style 1066,2160,8,Air,7400
38254,2023-08-06,Female,Style 841,870,3,Sea,5950
58691,2023-05-12,Female,Style 907,570,6,Air,3250
80978,2023-01-13,Male,Style 1373,30,10,Sea,5250
44331,2023-05-09,Male,Style 1383,2170,10,Rail,700
31373,2023-12-23,Male,Style 1282,2690,4,Air,3400
79628,2023-04-05,Female,Style 1186,1760,4,Sea,3850
48436,2023-06-22,Male,Style 943,180,7,Sea,1850
95773,2023-02-18,Male,Style 807,760,2,Air,1400
50970,2023-02-12,Male,Style 1320,2010,7,Air,2050
26781,2023-10-14,Female,Style 1383,90,7,Sea,1950
46332,2023-11-06,Male,Style 1346,3090,4,Sea,1350
74388,2023-11-21,Male,Style 459,2170,8,Sea,6900
90313,2023-11-06,Male,Style 1056,2900,7,Air,4000
44482,2023-04-12,Male,Style 15,2110,10,Air,5550
50948,2023-01-22,Female,Style 1292,3060,3,Air,6200
19575,2023-09-13,Female,Style 438,620,10,Sea,5000
92628,2023-01-12,Male,Style 54,2580,10,Air,6550
58594,2023-07-14,Male,Style 1248,1730,2,Air,5500
65210,2023-02-23,Male,Style 761,1390,3,Air,4850
70264,2023-12-10,Female,Style 348,3300,3,Rail,5900
91899,2023-03-24,Male,Style 292,1380,3,Air,1500
22821,2023-01-24,Male,Style 189,2080,6,Air,5700
35118,2023-09-07,Male,Style 360,150,7,Air,5850
94000,2023-12-22,Male,Style 1153,2740,2,Air,7200
68769,2023-05-19,Male,Style 191,1200,10,Sea,6550
63116,2023-08-19,Female,Style 466,820,10,Air,2700
12327,2023-08-05,Male,Style 508,3300,2,Sea,4150
11934,2023-07-24,Female,Style 593,380,4,Air,5550
60953,2023-09-16,Female,Style 1472,1400,7,Air,5900
44108,2023-03-02,Male,Style 1454,3350,7,Sea,3700
31618,2023-05-26,Male,Style 1178,1380,8,Sea,3750
26137,2023-07-01,Female,Style 265,3260,8,Air,2200
68572,2023-03-25,Male,Style 1081,2100,10,Air,2800
27461,2023-08-12,Female,Style 1257,1730,10,Air,3850
92646,2023-06-20,Female,Style 1459,3440,3,Air,1950
45785,2023-05-02,Male,Style 307,3080,6,Air,800
96327,2023-11-15,Female,Style 1297,2250,7,Rail,3200
11658,2023-01-11,Female,Style 976,90,3,Sea,1100
28881,2023-02-14,Female,Style 229,3370,3,Sea,5300
80722,2023-04-25,Female,Style 1242,470,10,Sea,6800
67880,2023-08-11,Male,Style 989,3060,4,Air,1600
55428,2023-02-25,Male,Style 1016,3250,10,Sea,450
17936,2023-10-11,Male,Style 46,610,3,Sea,650
12298,2023-10-11,Female,Style 1233,2990,10,Air,4750
78974,2023-07-18,Male,Style 240,3090,3,Sea,5150
68440,2023-07-23,Female,Style 275,200,10,Air,3250
33852,2023-06-26,Female,Style 540,2540,10,Sea,4450
46267,2023-08-26,Male,Style 1056,1350,7,Rail,7100
55173,2023-10-03,Male,Style 355,390,7,Air,5000
47602,2023-01-27,Female,Style 1455,1970,3,Sea,700
58788,2023-02-27,Female,Style 119,740,2,Rail,500
59076,2023-08-05,Female,Style 1094,120,2,Sea,1200
91404,2023-12-03,Female,Style 931,2870,3,Air,3150
49546,2023-01-21,Female,Style 914,3010,6,Air,3000
83269,2023-12-23,Female,Style 399,1690,3,Sea,2200
27557,2023-04-02,Female,Style 57,2580,10,Air,3450
76883,2023-03-28,Female,Style 1268,1640,2,Sea,4300
11137,2023-08-24,Male,Style 1384,2870,10,Air,2350
91884,2023-10-11,Female,Style 1374,1590,7,Air,500
79053,2023-03-13,Female,Style 1029,2040,2,Air,4550
58004,2023-08-08,Female,Style 958,2960,10,Sea,4000
78734,2023-03-10,Female,Style 1256,2330,7,Sea,3400
79633,2023-03-24,Male,Style 337,2240,6,Air,3500
59365,2023-12-23,Female,Style 164,720,6,Sea,3800
96617,2023-02-12,Female,Style 536,2240,2,Sea,2050
28872,2023-07-19,Male,Style 1264,950,4,Sea,100
53145,2023-10-27,Male,Style 1420,900,10,Air,2000
88440,2023-01-04,Female,Style 73,1620,10,Sea,5100
56323,2023-03-23,Male,Style 757,3180,3,Sea,2500
57332,2023-06-02,Male,Style 439,2860,3,Air,1400
53904,2023-02-01,Female,Style 1365,530,7,Sea,1950
79108,2023-02-23,Male,Style 988,1880,4,Sea,3900
62343,2023-12-27,Male,Style 324,2270,10,Air,7250
84530,2023-10-15,Male,Style 1276,240,3,Air,5400
77626,2023-02-10,Male,Style 252,2360,2,Sea,6600
72475,2023-01-10,Female,Style 619,430,2,Air,2750
78718,2023-11-07,Male,Style 61,1600,10,Sea,2000
68715,2023-01-19,Female,Style 400,1390,10,Sea,5600
22177,2023-03-08,Male,Style 149,2450,7,Air,7000
62076,2023-11-21,Male,Style 1344,980,7,Air,5600
18204,2023-08-12,Female,Style 524,440,3,Sea,3000
83556,2023-05-28,Male,Style 489,2410,6,Sea,2400
17013,2023-06-02,Male,Style 197,840,6,Air,5200
16901,2023-07-07,Female,Style 897,2520,10,Sea,6250
44337,2023-01-18,Male,Style 830,2980,2,Sea,300
10891,2023-10-26,Female,Style 977,870,7,Sea,2500
50441,2023-10-18,Female,Style 1462,1530,10,Air,5250
