Age,Gender,Race,Marital Status,Education,Native Country,Work Class,Salary Class,Occupation
63,Female,Asian,Widowed,Bachelor's,Country 12,Unemployed,<=50K,Occupation 15
43,Female,Black,Partnered,Some College,Country 18,Student,<=50K,Occupation 17
74,Male,Other,Partnered,Associate,Country 16,Student,>50K,Occupation 30
54,Male,White,Partnered,Associate,Country 11,Unemployed,<=50K,Occupation 31
38,Male,Other,Widowed,Doctorate,Country 26,Private,>50K,Occupation 5
53,Female,Black,Partnered,Doctorate,Country 25,Unemployed,>50K,Occupation 39
34,Male,Hispanic,Other,High School,Country 13,Unemployed,<=50K,Occupation 33
32,Male,Hispanic,Partnered,Some College,Country 36,Other,>50K,Occupation 25
71,Male,Other,Married,Bachelor's,Country 11,Unemployed,<=50K,Occupation 35
70,Male,Other,Single,Some College,Country 30,Self-Employed,<=50K,Occupation 26
77,Male,Asian,Single,Doctorate,Country 19,Private,>50K,Occupation 4
44,Female,Hispanic,Widowed,Bachelor's,Country 27,Student,<=50K,Occupation 14
73,Male,White,Widowed,Doctorate,Country 24,Retired,<=50K,Occupation 40
52,Male,Asian,Partnered,Associate,Country 13,Student,>50K,Occupation 27
69,Male,Asian,Married,Bachelor's,Country 9,Unemployed,>50K,Occupation 11
66,Male,Other,Divorced,Some College,Country 31,Private,>50K,Occupation 10
68,Female,Hispanic,Married,Some College,Country 13,Government,<=50K,Occupation 22
76,Female,Other,Divorced,None,Country 18,Private,<=50K,Occupation 13
66,Male,White,Other,High School,Country 39,Private,<=50K,Occupation 29
66,Female,Hispanic,Partnered,Bachelor's,Country 26,Government,<=50K,Occupation 16
49,Male,Asian,Single,High School,Country 27,Self-Employed,<=50K,Occupation 36
49,Female,White,Separated,Doctorate,Country 17,Government,<=50K,Occupation 19
44,Male,Other,Widowed,Bachelor's,Country 38,Student,<=50K,Occupation 25
31,Female,Black,Married,High School,Country 35,Private,>50K,Occupation 31
27,Female,Asian,Partnered,Bachelor's,Country 33,Private,>50K,Occupation 21
31,Male,Black,Married,None,Country 8,Government,>50K,Occupation 1
50,Male,Other,Single,None,Country 35,Retired,>50K,Occupation 24
27,Male,White,Widowed,Some College,Country 4,Government,<=50K,Occupation 32
60,Male,Asian,Single,High School,Country 7,Unemployed,<=50K,Occupation 23
39,Male,Other,Separated,Bachelor's,Country 32,Unemployed,>50K,Occupation 11
51,Female,Black,Widowed,Bachelor's,Country 25,Student,>50K,Occupation 10
77,Female,Hispanic,Partnered,Doctorate,Country 19,Other,>50K,Occupation 11
80,Male,Hispanic,Other,Associate,Country 1,Government,>50K,Occupation 20
90,Male,Hispanic,Divorced,Some College,Country 29,Government,<=50K,Occupation 13
29,Male,White,Partnered,Associate,Country 30,Retired,<=50K,Occupation 33
34,Male,Hispanic,Other,Some College,Country 29,Student,>50K,Occupation 11
21,Male,Other,Divorced,Associate,Country 3,Other,>50K,Occupation 13
29,Female,Asian,Single,Associate,Country 12,Government,<=50K,Occupation 34
19,Female,Asian,Partnered,Doctorate,Country 36,Student,>50K,Occupation 14
78,Male,Black,Single,Master's,Country 38,Self-Employed,<=50K,Occupation 37
82,Male,Hispanic,Divorced,None,Country 4,Government,>50K,Occupation 14
65,Female,Black,Separated,Master's,Country 3,Government,<=50K,Occupation 31
41,Male,Hispanic,Other,Associate,Country 26,Retired,>50K,Occupation 2
44,Female,Asian,Single,High School,Country 20,Private,<=50K,Occupation 8
67,Male,Black,Partnered,Bachelor's,Country 20,Government,<=50K,Occupation 1
75,Female,Black,Widowed,Associate,Country 30,Self-Employed,>50K,Occupation 6
63,Female,Asian,Married,Some College,Country 30,Government,>50K,Occupation 21
88,Female,Asian,Other,Master's,Country 1,Government,>50K,Occupation 34
27,Male,Hispanic,Single,Some College,Country 25,Retired,<=50K,Occupation 12
26,Male,White,Other,None,Country 21,Other,>50K,Occupation 2
75,Male,Hispanic,Married,Some College,Country 40,Government,>50K,Occupation 18
80,Male,Black,Partnered,Some College,Country 28,Unemployed,<=50K,Occupation 4
34,Male,Other,Other,High School,Country 36,Other,>50K,Occupation 12
18,Female,Hispanic,Married,Some College,Country 22,Self-Employed,>50K,Occupation 19
65,Female,Hispanic,Other,Some College,Country 25,Other,>50K,Occupation 26
36,Female,Asian,Widowed,Associate,Country 3,Student,>50K,Occupation 38
48,Female,Asian,Other,High School,Country 7,Self-Employed,<=50K,Occupation 32
83,Male,White,Divorced,None,Country 35,Retired,<=50K,Occupation 21
70,Female,Other,Divorced,Associate,Country 40,Self-Employed,<=50K,Occupation 3
41,Male,White,Separated,Bachelor's,Country 2,Retired,>50K,Occupation 22
76,Male,Asian,Married,Associate,Country 2,Unemployed,<=50K,Occupation 12
86,Male,Hispanic,Widowed,Some College,Country 15,Private,>50K,Occupation 12
49,Female,White,Separated,None,Country 24,Government,>50K,Occupation 11
66,Female,Asian,Single,High School,Country 1,Other,<=50K,Occupation 36
54,Male,Black,Partnered,Associate,Country 9,Student,>50K,Occupation 30
90,Female,Hispanic,Widowed,High School,Country 35,Student,<=50K,Occupation 19
76,Male,Hispanic,Partnered,Associate,Country 8,Student,>50K,Occupation 11
80,Female,White,Other,Associate,Country 22,Private,>50K,Occupation 12
28,Female,Other,Married,None,Country 27,Private,<=50K,Occupation 20
73,Male,Other,Other,Bachelor's,Country 9,Self-Employed,<=50K,Occupation 26
47,Male,Black,Married,Associate,Country 6,Private,>50K,Occupation 40
79,Female,Other,Widowed,High School,Country 4,Private,>50K,Occupation 8
64,Male,Black,Separated,None,Country 32,Student,>50K,Occupation 35
90,Male,Asian,Married,Bachelor's,Country 25,Private,>50K,Occupation 25
41,Female,Other,Partnered,Doctorate,Country 6,Other,>50K,Occupation 25
26,Male,Black,Other,Associate,Country 12,Unemployed,<=50K,Occupation 39
25,Male,Hispanic,Widowed,None,Country 13,Government,<=50K,Occupation 35
38,Male,Asian,Divorced,None,Country 3,Student,>50K,Occupation 6
51,Male,Black,Married,High School,Country 40,Government,>50K,Occupation 38
53,Female,White,Widowed,Bachelor's,Country 6,Government,<=50K,Occupation 26
64,Male,Other,Separated,Bachelor's,Country 20,Other,>50K,Occupation 20
59,Male,Hispanic,Separated,Some College,Country 9,Unemployed,<=50K,Occupation 8
24,Female,Black,Single,Some College,Country 38,Government,<=50K,Occupation 40
19,Female,Asian,Partnered,Some College,Country 6,Unemployed,<=50K,Occupation 4
33,Female,Black,Single,Doctorate,Country 22,Private,<=50K,Occupation 35
41,Male,Other,Other,Associate,Country 40,Student,<=50K,Occupation 7
53,Male,Black,Single,None,Country 26,Unemployed,>50K,Occupation 15
41,Female,Asian,Divorced,Some College,Country 28,Private,<=50K,Occupation 12
63,Female,Hispanic,Divorced,None,Country 32,Student,>50K,Occupation 24
23,Female,Other,Married,Master's,Country 22,Government,>50K,Occupation 31
80,Female,Black,Other,Bachelor's,Country 1,Retired,<=50K,Occupation 22
57,Female,Black,Widowed,Master's,Country 18,Retired,>50K,Occupation 40
34,Female,Hispanic,Widowed,Master's,Country 21,Retired,<=50K,Occupation 33
85,Female,Asian,Separated,Bachelor's,Country 9,Unemployed,>50K,Occupation 4
51,Female,Black,Single,High School,Country 2,Private,<=50K,Occupation 31
50,Female,Hispanic,Partnered,Doctorate,Country 2,Self-Employed,>50K,Occupation 16
75,Female,Hispanic,Married,Some College,Country 1,Private,>50K,Occupation 27
36,Male,Asian,Widowed,Some College,Country 1,Government,<=50K,Occupation 37
20,Female,Hispanic,Partnered,Associate,Country 19,Unemployed,<=50K,Occupation 3
70,Female,Other,Single,Associate,Country 36,Self-Employed,>50K,Occupation 22
85,Male,Hispanic,Other,Some College,Country 20,Other,<=50K,Occupation 21
43,Male,Asian,Other,Bachelor's,Country 32,Student,<=50K,Occupation 4
66,Female,White,Separated,High School,Country 21,Other,<=50K,Occupation 34
52,Male,Black,Married,Some College,Country 5,Private,>50K,Occupation 30
30,Female,Asian,Single,None,Country 7,Student,>50K,Occupation 40
37,Female,Asian,Married,Bachelor's,Country 28,Unemployed,<=50K,Occupation 21
66,Male,White,Divorced,Associate,Country 18,Unemployed,>50K,Occupation 26
77,Male,Other,Single,Associate,Country 17,Private,>50K,Occupation 29
83,Female,White,Divorced,Master's,Country 9,Self-Employed,>50K,Occupation 5
72,Male,Black,Other,None,Country 1,Government,>50K,Occupation 20
57,Female,Asian,Single,None,Country 13,Student,<=50K,Occupation 27
65,Male,White,Divorced,Bachelor's,Country 22,Unemployed,>50K,Occupation 41
52,Female,Hispanic,Other,None,Country 5,Government,>50K,Occupation 12
50,Male,Other,Divorced,Doctorate,Country 10,Government,<=50K,Occupation 36
87,Male,Black,Separated,High School,Country 3,Unemployed,<=50K,Occupation 28
24,Male,Asian,Divorced,None,Country 9,Private,<=50K,Occupation 12
57,Male,Black,Other,Some College,Country 17,Unemployed,<=50K,Occupation 33
39,Male,Hispanic,Partnered,Bachelor's,Country 13,Unemployed,<=50K,Occupation 35
19,Female,Other,Single,Doctorate,Country 16,Self-Employed,>50K,Occupation 38
25,Male,Asian,Divorced,None,Country 37,Other,<=50K,Occupation 39
53,Male,Other,Divorced,Bachelor's,Country 29,Student,>50K,Occupation 3
64,Female,White,Separated,Associate,Country 20,Retired,>50K,Occupation 25
70,Male,White,Widowed,High School,Country 2,Unemployed,>50K,Occupation 23
41,Male,Black,Married,Doctorate,Country 18,Retired,>50K,Occupation 35
87,Female,Hispanic,Single,Doctorate,Country 13,Self-Employed,<=50K,Occupation 28
78,Female,Hispanic,Single,High School,Country 1,Government,>50K,Occupation 29
51,Female,Hispanic,Divorced,Associate,Country 40,Private,>50K,Occupation 4
79,Female,Hispanic,Married,Associate,Country 41,Other,>50K,Occupation 7
27,Male,Black,Divorced,Bachelor's,Country 27,Other,>50K,Occupation 2
59,Female,Other,Married,Master's,Country 35,Government,<=50K,Occupation 38
34,Male,Other,Other,None,Country 6,Self-Employed,<=50K,Occupation 9
82,Male,Other,Other,High School,Country 33,Self-Employed,>50K,Occupation 33
61,Male,Other,Single,Associate,Country 25,Student,>50K,Occupation 14
59,Male,Other,Married,Master's,Country 26,Unemployed,>50K,Occupation 32
33,Female,Other,Separated,Some College,Country 1,Government,>50K,Occupation 8
58,Male,Other,Married,High School,Country 36,Student,<=50K,Occupation 27
25,Female,Asian,Divorced,High School,Country 24,Self-Employed,<=50K,Occupation 33
35,Female,Black,Partnered,High School,Country 13,Other,>50K,Occupation 39
81,Female,White,Other,Doctorate,Country 28,Retired,<=50K,Occupation 5
61,Female,Hispanic,Single,None,Country 8,Unemployed,>50K,Occupation 9
41,Female,Black,Single,None,Country 16,Government,<=50K,Occupation 10
34,Female,White,Separated,Doctorate,Country 27,Self-Employed,<=50K,Occupation 36
77,Female,Hispanic,Partnered,None,Country 24,Government,<=50K,Occupation 27
46,Female,Black,Single,High School,Country 30,Other,>50K,Occupation 34
31,Female,Other,Single,Associate,Country 35,Government,<=50K,Occupation 39
48,Female,Asian,Separated,High School,Country 34,Other,>50K,Occupation 8
54,Female,White,Separated,Bachelor's,Country 8,Student,<=50K,Occupation 16
22,Female,Hispanic,Single,Some College,Country 3,Private,<=50K,Occupation 18
67,Female,Other,Single,High School,Country 14,Private,>50K,Occupation 38
72,Female,Hispanic,Married,Master's,Country 13,Student,<=50K,Occupation 20
43,Female,Asian,Married,High School,Country 23,Private,>50K,Occupation 6
82,Male,Hispanic,Married,Bachelor's,Country 14,Private,<=50K,Occupation 12
69,Female,White,Other,Master's,Country 9,Private,>50K,Occupation 11
28,Female,White,Widowed,None,Country 20,Unemployed,>50K,Occupation 32
80,Female,Black,Widowed,High School,Country 5,Student,<=50K,Occupation 35
79,Male,Asian,Separated,Doctorate,Country 34,Student,<=50K,Occupation 30
18,Female,White,Other,Associate,Country 10,Other,>50K,Occupation 40
49,Male,Hispanic,Other,Doctorate,Country 18,Private,<=50K,Occupation 15
35,Female,Hispanic,Separated,Doctorate,Country 16,Retired,<=50K,Occupation 15
56,Male,Hispanic,Widowed,Some College,Country 39,Student,>50K,Occupation 31
67,Male,Hispanic,Partnered,Associate,Country 32,Self-Employed,<=50K,Occupation 18
74,Female,Black,Divorced,Some College,Country 5,Student,<=50K,Occupation 14
19,Male,Other,Separated,Some College,Country 13,Self-Employed,<=50K,Occupation 10
20,Male,Asian,Separated,Bachelor's,Country 18,Unemployed,<=50K,Occupation 5
76,Male,Black,Partnered,Associate,Country 16,Student,>50K,Occupation 34
45,Male,Asian,Partnered,Associate,Country 7,Self-Employed,>50K,Occupation 8
63,Male,White,Separated,Master's,Country 19,Self-Employed,<=50K,Occupation 26
33,Male,Hispanic,Other,Associate,Country 24,Retired,<=50K,Occupation 5
45,Male,Asian,Single,High School,Country 5,Self-Employed,<=50K,Occupation 1
22,Female,White,Separated,Associate,Country 31,Student,>50K,Occupation 25
52,Male,White,Other,Master's,Country 41,Unemployed,<=50K,Occupation 5
56,Male,Other,Married,Master's,Country 11,Government,<=50K,Occupation 10
24,Female,Black,Partnered,Doctorate,Country 11,Retired,>50K,Occupation 35
84,Male,Asian,Married,Master's,Country 8,Other,>50K,Occupation 10
49,Male,Black,Partnered,High School,Country 30,Private,<=50K,Occupation 14
71,Female,Hispanic,Widowed,Associate,Country 5,Government,>50K,Occupation 36
49,Female,Other,Married,Doctorate,Country 8,Unemployed,>50K,Occupation 19
47,Male,Hispanic,Single,High School,Country 11,Student,<=50K,Occupation 11
83,Female,Asian,Single,None,Country 23,Retired,>50K,Occupation 18
46,Male,White,Single,Bachelor's,Country 26,Student,>50K,Occupation 10
76,Female,Black,Divorced,Doctorate,Country 23,Government,<=50K,Occupation 3
53,Male,Other,Married,Bachelor's,Country 8,Other,<=50K,Occupation 6
19,Male,Hispanic,Other,Associate,Country 32,Government,>50K,Occupation 19
28,Female,Hispanic,Married,Master's,Country 8,Government,>50K,Occupation 23
34,Female,Hispanic,Married,Master's,Country 29,Other,<=50K,Occupation 24
32,Male,Black,Partnered,Bachelor's,Country 27,Government,>50K,Occupation 30
22,Female,Other,Separated,Some College,Country 34,Student,<=50K,Occupation 37
72,Male,Asian,Divorced,Bachelor's,Country 3,Government,>50K,Occupation 41
58,Male,White,Partnered,None,Country 39,Unemployed,>50K,Occupation 7
35,Male,Other,Divorced,Bachelor's,Country 13,Other,>50K,Occupation 37
29,Male,White,Single,Bachelor's,Country 41,Government,<=50K,Occupation 13
51,Female,Other,Separated,Some College,Country 20,Student,>50K,Occupation 1
75,Female,Hispanic,Widowed,Some College,Country 25,Student,<=50K,Occupation 40
32,Male,Hispanic,Single,None,Country 25,Unemployed,>50K,Occupation 21
37,Female,White,Married,None,Country 7,Private,<=50K,Occupation 13
35,Male,Other,Single,None,Country 34,Government,<=50K,Occupation 23
82,Male,Other,Divorced,Bachelor's,Country 41,Unemployed,>50K,Occupation 30
23,Male,Black,Widowed,None,Country 37,Other,<=50K,Occupation 12
40,Male,Black,Partnered,Associate,Country 40,Retired,>50K,Occupation 13
67,Female,Other,Other,Doctorate,Country 16,Other,<=50K,Occupation 10
89,Female,Asian,Widowed,Associate,Country 13,Government,<=50K,Occupation 2
62,Male,Black,Married,None,Country 41,Student,<=50K,Occupation 19
86,Female,Other,Partnered,Bachelor's,Country 27,Private,<=50K,Occupation 3
37,Male,Black,Divorced,Bachelor's,Country 12,Self-Employed,<=50K,Occupation 7
51,Male,Asian,Separated,Bachelor's,Country 5,Self-Employed,<=50K,Occupation 24
67,Female,Black,Single,Associate,Country 27,Private,<=50K,Occupation 25
30,Female,White,Partnered,Master's,Country 29,Self-Employed,>50K,Occupation 4
32,Female,Black,Partnered,Bachelor's,Country 36,Other,>50K,Occupation 17
18,Female,Hispanic,Single,Bachelor's,Country 8,Self-Employed,<=50K,Occupation 3
49,Female,Asian,Married,High School,Country 7,Other,>50K,Occupation 24
74,Male,Other,Single,Master's,Country 20,Private,>50K,Occupation 31
52,Male,Black,Widowed,Master's,Country 14,Student,<=50K,Occupation 15
75,Male,Hispanic,Widowed,Associate,Country 27,Unemployed,<=50K,Occupation 9
75,Female,Black,Separated,None,Country 32,Student,<=50K,Occupation 23
75,Female,Hispanic,Widowed,Doctorate,Country 7,Unemployed,>50K,Occupation 26
34,Male,Black,Other,High School,Country 6,Retired,>50K,Occupation 24
31,Male,Other,Widowed,Doctorate,Country 21,Student,<=50K,Occupation 13
58,Male,Asian,Single,Associate,Country 30,Unemployed,<=50K,Occupation 18
59,Female,Asian,Single,Bachelor's,Country 41,Retired,>50K,Occupation 4
66,Female,Other,Partnered,High School,Country 33,Government,>50K,Occupation 21
47,Female,Hispanic,Married,Some College,Country 36,Unemployed,<=50K,Occupation 15
44,Female,Black,Separated,High School,Country 34,Government,>50K,Occupation 40
50,Female,Black,Other,High School,Country 26,Other,<=50K,Occupation 29
56,Female,Asian,Divorced,Bachelor's,Country 13,Government,<=50K,Occupation 8
77,Female,White,Single,High School,Country 31,Student,<=50K,Occupation 24
57,Female,White,Married,Bachelor's,Country 11,Other,<=50K,Occupation 20
75,Female,White,Partnered,Master's,Country 38,Self-Employed,<=50K,Occupation 15
79,Male,Other,Married,Master's,Country 9,Private,>50K,Occupation 34
57,Female,White,Married,Master's,Country 31,Student,>50K,Occupation 35
58,Male,White,Separated,Bachelor's,Country 21,Other,<=50K,Occupation 29
85,Female,Black,Widowed,Associate,Country 28,Government,>50K,Occupation 26
82,Male,White,Partnered,Some College,Country 29,Self-Employed,>50K,Occupation 12
88,Female,Hispanic,Partnered,High School,Country 15,Private,>50K,Occupation 10
32,Female,Other,Divorced,None,Country 14,Unemployed,<=50K,Occupation 35
24,Female,White,Other,High School,Country 5,Student,>50K,Occupation 25
41,Female,White,Divorced,Master's,Country 21,Student,<=50K,Occupation 36
89,Female,White,Separated,None,Country 18,Government,<=50K,Occupation 41
24,Female,White,Partnered,Doctorate,Country 16,Student,<=50K,Occupation 32
44,Female,Other,Single,Some College,Country 25,Student,<=50K,Occupation 9
21,Female,Other,Single,High School,Country 20,Unemployed,>50K,Occupation 39
45,Female,Hispanic,Single,Master's,Country 7,Other,>50K,Occupation 38
28,Female,Black,Widowed,Master's,Country 28,Unemployed,>50K,Occupation 14
61,Male,Hispanic,Separated,None,Country 41,Private,>50K,Occupation 1
52,Female,Black,Divorced,Doctorate,Country 3,Retired,<=50K,Occupation 8
66,Male,White,Other,None,Country 1,Government,<=50K,Occupation 1
44,Male,Hispanic,Divorced,Doctorate,Country 23,Government,>50K,Occupation 19
28,Female,Black,Separated,Some College,Country 32,Retired,>50K,Occupation 3
28,Male,Other,Widowed,Some College,Country 32,Government,>50K,Occupation 25
47,Male,White,Single,Some College,Country 15,Unemployed,<=50K,Occupation 41
41,Male,Hispanic,Single,None,Country 40,Other,>50K,Occupation 15
68,Male,Asian,Separated,None,Country 39,Other,<=50K,Occupation 26
81,Female,Hispanic,Partnered,Bachelor's,Country 39,Retired,<=50K,Occupation 9
79,Female,Asian,Married,High School,Country 22,Self-Employed,<=50K,Occupation 22
44,Female,Black,Partnered,None,Country 28,Unemployed,>50K,Occupation 30
46,Male,White,Separated,Some College,Country 24,Government,>50K,Occupation 2
39,Female,White,Other,Master's,Country 18,Private,>50K,Occupation 25
21,Female,Other,Separated,Some College,Country 30,Self-Employed,<=50K,Occupation 39
39,Male,Asian,Separated,Associate,Country 3,Student,>50K,Occupation 30
26,Female,Asian,Widowed,Doctorate,Country 19,Private,>50K,Occupation 16
30,Female,Hispanic,Separated,Associate,Country 17,Government,>50K,Occupation 9
45,Female,Black,Single,Master's,Country 15,Government,>50K,Occupation 5
48,Female,Other,Single,Master's,Country 26,Other,>50K,Occupation 6
64,Female,Other,Widowed,Associate,Country 18,Retired,<=50K,Occupation 15
70,Female,Black,Divorced,Master's,Country 14,Unemployed,>50K,Occupation 12
20,Female,Black,Single,Associate,Country 2,Other,<=50K,Occupation 3
47,Male,Other,Married,Some College,Country 21,Private,>50K,Occupation 41
89,Male,Other,Other,Master's,Country 3,Retired,>50K,Occupation 28
52,Male,White,Separated,High School,Country 35,Government,>50K,Occupation 22
19,Male,White,Divorced,Some College,Country 26,Government,<=50K,Occupation 39
19,Female,Asian,Other,Associate,Country 38,Other,<=50K,Occupation 14
30,Male,White,Widowed,Master's,Country 9,Unemployed,<=50K,Occupation 16
48,Male,Hispanic,Single,High School,Country 17,Government,<=50K,Occupation 33
64,Male,Other,Divorced,Some College,Country 21,Self-Employed,>50K,Occupation 32
30,Female,Hispanic,Separated,Doctorate,Country 19,Unemployed,<=50K,Occupation 35
21,Male,Black,Divorced,Associate,Country 40,Government,<=50K,Occupation 17
38,Female,Asian,Other,None,Country 11,Student,<=50K,Occupation 2
61,Female,Black,Partnered,High School,Country 35,Other,>50K,Occupation 7
88,Female,Other,Single,Master's,Country 16,Student,>50K,Occupation 16
31,Female,Hispanic,Separated,Associate,Country 14,Unemployed,<=50K,Occupation 23
68,Male,Asian,Separated,Associate,Country 3,Retired,<=50K,Occupation 39
65,Female,Hispanic,Partnered,Master's,Country 38,Student,<=50K,Occupation 24
81,Male,Black,Separated,Associate,Country 18,Self-Employed,<=50K,Occupation 4
47,Male,Black,Divorced,Master's,Country 11,Government,<=50K,Occupation 21
55,Female,White,Single,High School,Country 38,Unemployed,<=50K,Occupation 20
70,Female,Asian,Divorced,Doctorate,Country 22,Private,>50K,Occupation 23
77,Male,White,Partnered,None,Country 41,Government,<=50K,Occupation 9
85,Female,Other,Divorced,None,Country 21,Other,>50K,Occupation 17
57,Female,Black,Divorced,Associate,Country 12,Student,<=50K,Occupation 21
73,Female,Hispanic,Partnered,Some College,Country 23,Other,<=50K,Occupation 13
40,Female,Hispanic,Married,High School,Country 15,Self-Employed,>50K,Occupation 22
75,Female,Black,Divorced,High School,Country 28,Government,>50K,Occupation 16
58,Male,White,Married,Master's,Country 24,Private,<=50K,Occupation 33
86,Female,White,Married,Some College,Country 12,Retired,<=50K,Occupation 12
22,Female,White,Divorced,High School,Country 34,Other,>50K,Occupation 21
68,Male,Black,Married,Some College,Country 18,Other,>50K,Occupation 15
89,Male,White,Widowed,None,Country 29,Unemployed,>50K,Occupation 37
72,Female,Hispanic,Divorced,Associate,Country 18,Retired,>50K,Occupation 17
57,Female,Other,Single,High School,Country 15,Retired,<=50K,Occupation 13
23,Female,Hispanic,Single,None,Country 22,Self-Employed,>50K,Occupation 16
78,Male,Other,Married,None,Country 20,Other,<=50K,Occupation 20
78,Female,Other,Married,Associate,Country 19,Private,>50K,Occupation 15
22,Male,Hispanic,Divorced,High School,Country 3,Student,>50K,Occupation 30
68,Female,Hispanic,Partnered,High School,Country 21,Student,>50K,Occupation 40
58,Female,Hispanic,Divorced,Doctorate,Country 2,Unemployed,<=50K,Occupation 8
54,Female,Asian,Married,Master's,Country 32,Unemployed,>50K,Occupation 16
88,Female,Hispanic,Married,Doctorate,Country 8,Government,>50K,Occupation 8
78,Female,Other,Married,Some College,Country 2,Unemployed,<=50K,Occupation 37
82,Female,Other,Other,Doctorate,Country 35,Self-Employed,>50K,Occupation 31
44,Female,White,Separated,Doctorate,Country 15,Student,<=50K,Occupation 14
57,Female,White,Separated,Bachelor's,Country 25,Retired,<=50K,Occupation 17
24,Male,Black,Married,Doctorate,Country 6,Retired,<=50K,Occupation 22
33,Male,Other,Partnered,Doctorate,Country 3,Retired,<=50K,Occupation 31
61,Female,Hispanic,Partnered,None,Country 28,Other,<=50K,Occupation 9
63,Male,Hispanic,Single,Doctorate,Country 23,Unemployed,<=50K,Occupation 15
34,Male,White,Partnered,Bachelor's,Country 21,Student,<=50K,Occupation 12
43,Female,Hispanic,Divorced,Doctorate,Country 11,Retired,<=50K,Occupation 39
62,Female,White,Partnered,High School,Country 40,Government,>50K,Occupation 41
84,Female,Black,Separated,None,Country 23,Private,>50K,Occupation 39
35,Female,Black,Married,None,Country 29,Student,>50K,Occupation 32
19,Male,Black,Widowed,Some College,Country 8,Retired,>50K,Occupation 17
33,Male,White,Widowed,None,Country 36,Government,>50K,Occupation 5
58,Male,Black,Single,Associate,Country 32,Student,>50K,Occupation 37
49,Male,Hispanic,Widowed,Bachelor's,Country 22,Student,>50K,Occupation 11
39,Male,Black,Partnered,Master's,Country 25,Retired,<=50K,Occupation 36
50,Male,Black,Other,Associate,Country 20,Government,<=50K,Occupation 3
86,Female,Hispanic,Other,Master's,Country 2,Government,<=50K,Occupation 11
60,Male,White,Married,Associate,Country 4,Unemployed,>50K,Occupation 13
33,Male,Hispanic,Single,Doctorate,Country 31,Unemployed,>50K,Occupation 37
45,Female,Black,Married,Associate,Country 23,Retired,>50K,Occupation 21
66,Female,Asian,Partnered,Associate,Country 21,Unemployed,>50K,Occupation 5
86,Female,Asian,Single,Associate,Country 8,Unemployed,>50K,Occupation 26
79,Male,Asian,Divorced,Some College,Country 9,Other,<=50K,Occupation 39
79,Female,Hispanic,Partnered,Associate,Country 6,Student,<=50K,Occupation 21
61,Female,White,Divorced,Master's,Country 34,Self-Employed,>50K,Occupation 11
39,Female,Black,Separated,Bachelor's,Country 31,Unemployed,<=50K,Occupation 6
62,Male,Black,Separated,None,Country 7,Government,<=50K,Occupation 40
78,Female,Hispanic,Widowed,Some College,Country 16,Private,>50K,Occupation 9
89,Female,Hispanic,Divorced,Associate,Country 19,Self-Employed,>50K,Occupation 24
44,Male,Black,Partnered,Some College,Country 23,Retired,>50K,Occupation 9
37,Male,Other,Single,High School,Country 2,Government,<=50K,Occupation 4
67,Female,White,Single,High School,Country 31,Private,>50K,Occupation 1
22,Male,Hispanic,Widowed,Bachelor's,Country 34,Government,<=50K,Occupation 14
60,Male,Black,Married,Master's,Country 10,Retired,>50K,Occupation 8
63,Male,Hispanic,Separated,Master's,Country 28,Unemployed,>50K,Occupation 38
83,Female,Hispanic,Separated,None,Country 24,Other,<=50K,Occupation 19
66,Male,Other,Widowed,Doctorate,Country 14,Unemployed,>50K,Occupation 4
30,Female,White,Divorced,Doctorate,Country 33,Private,<=50K,Occupation 39
29,Male,Asian,Separated,Bachelor's,Country 15,Private,>50K,Occupation 1
33,Male,White,Widowed,Some College,Country 6,Student,<=50K,Occupation 7
77,Female,Other,Married,Doctorate,Country 9,Self-Employed,>50K,Occupation 33
86,Male,Other,Divorced,Some College,Country 1,Government,>50K,Occupation 36
28,Female,White,Married,Some College,Country 12,Private,<=50K,Occupation 31
58,Female,White,Other,Some College,Country 17,Government,>50K,Occupation 41
22,Female,White,Divorced,Doctorate,Country 10,Unemployed,<=50K,Occupation 20
23,Male,Other,Single,Bachelor's,Country 20,Self-Employed,<=50K,Occupation 16
68,Male,Other,Widowed,Doctorate,Country 6,Student,>50K,Occupation 5
55,Male,Asian,Widowed,None,Country 30,Other,>50K,Occupation 20
77,Female,Asian,Partnered,Doctorate,Country 24,Other,>50K,Occupation 7
83,Female,Hispanic,Partnered,High School,Country 16,Self-Employed,>50K,Occupation 4
33,Female,Other,Separated,Bachelor's,Country 23,Unemployed,<=50K,Occupation 24
79,Male,Asian,Widowed,None,Country 5,Government,>50K,Occupation 5
72,Female,White,Divorced,Bachelor's,Country 39,Retired,>50K,Occupation 27
23,Female,Black,Separated,Master's,Country 7,Government,>50K,Occupation 6
52,Male,Other,Separated,Associate,Country 13,Self-Employed,<=50K,Occupation 8
27,Female,Black,Other,Associate,Country 13,Retired,<=50K,Occupation 29
78,Male,Asian,Other,High School,Country 23,Unemployed,>50K,Occupation 5
45,Female,Asian,Partnered,Master's,Country 11,Other,<=50K,Occupation 29
66,Female,Other,Widowed,Master's,Country 34,Government,<=50K,Occupation 41
61,Male,White,Divorced,Doctorate,Country 19,Self-Employed,>50K,Occupation 8
78,Female,Black,Other,Master's,Country 6,Self-Employed,<=50K,Occupation 18
20,Female,Other,Partnered,Associate,Country 3,Other,>50K,Occupation 36
81,Female,Other,Single,Master's,Country 11,Student,<=50K,Occupation 11
